Country,Indicator,Gender,Age,Poverty_Rating,Residence,Maternal_Education,Year,Observation_Value
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,37.9
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,34.6
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 54 to 59 months old,Poor,Suburban,No education,2002-01-01,26.3
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 54 to 59 months old,Poor,Suburban,No education,2003-01-01,22.3
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,31.4
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 54 to 59 months old,Poor,Suburban,No education,2005-01-01,27.9
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,11.5
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,11.1
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2002-01-01,14.6
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2003-01-01,13.2
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,12.8
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2005-01-01,13.4
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,11.0
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,10.8
Indonesia,Weight-for-age <-2 SD (Underweight), Female, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,10.8
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2000-01-01,23.7
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2001-01-01,22.3
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2002-01-01,20.7
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2003-01-01,20.6
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2004-01-01,18.7
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2005-01-01,21.9
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2007-01-01,18.6
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2010-01-01,15.7
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2013-01-01,19.4
Indonesia,Weight-for-age <-2 SD (Underweight), Female, Under 5 years old,Poor,Suburban,No education,2018-01-01,16.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 12 months old,Poor,Suburban,No education,2000-01-01,13.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 12 months old,Poor,Suburban,No education,2001-01-01,12.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 12 months old,Poor,Suburban,No education,2002-01-01,22.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 12 months old,Poor,Suburban,No education,2003-01-01,19.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 12 months old,Poor,Suburban,No education,2004-01-01,13.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 12 months old,Poor,Suburban,No education,2005-01-01,24.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 24 months old,Poor,Suburban,No education,2000-01-01,19.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 24 months old,Poor,Suburban,No education,2001-01-01,19.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 24 months old,Poor,Suburban,No education,2002-01-01,24.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 24 months old,Poor,Suburban,No education,2003-01-01,22.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 24 months old,Poor,Suburban,No education,2004-01-01,18.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 24 months old,Poor,Suburban,No education,2005-01-01,25.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2000-01-01,10.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2001-01-01,9.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2002-01-01,22.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2003-01-01,17.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2004-01-01,12.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2005-01-01,26.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2007-01-01,14.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2010-01-01,12.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 6 months old,Poor,Suburban,No education,2013-01-01,12.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,25.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,23.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 17 months old,Poor,Suburban,No education,2002-01-01,25.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 17 months old,Poor,Suburban,No education,2003-01-01,25.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,18.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 17 months old,Poor,Suburban,No education,2005-01-01,26.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,27.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,26.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2002-01-01,25.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2003-01-01,25.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,22.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2005-01-01,26.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,18.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,19.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,18.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,31.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,29.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 18 to 23 months old,Poor,Suburban,No education,2002-01-01,26.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 18 to 23 months old,Poor,Suburban,No education,2003-01-01,24.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,27.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 18 to 23 months old,Poor,Suburban,No education,2005-01-01,25.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,34.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,31.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 29 months old,Poor,Suburban,No education,2002-01-01,28.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 29 months old,Poor,Suburban,No education,2003-01-01,28.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,21.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 29 months old,Poor,Suburban,No education,2005-01-01,27.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,32.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,31.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2002-01-01,28.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2003-01-01,29.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,21.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2005-01-01,28.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,21.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,22.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,23.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,32.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,30.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 59 months old,Poor,Suburban,No education,2002-01-01,25.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 59 months old,Poor,Suburban,No education,2003-01-01,27.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,21.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 24 to 59 months old,Poor,Suburban,No education,2005-01-01,27.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,30.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,31.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 30 to 35 months old,Poor,Suburban,No education,2002-01-01,29.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 30 to 35 months old,Poor,Suburban,No education,2003-01-01,30.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,20.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 30 to 35 months old,Poor,Suburban,No education,2005-01-01,30.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,31.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,30.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 41 months old,Poor,Suburban,No education,2002-01-01,24.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 41 months old,Poor,Suburban,No education,2003-01-01,27.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,18.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 41 months old,Poor,Suburban,No education,2005-01-01,28.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,31.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,29.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2002-01-01,24.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2003-01-01,26.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,21.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2005-01-01,28.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,22.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,19.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,22.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,32.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,29.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 42 to 47 months old,Poor,Suburban,No education,2002-01-01,24.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 42 to 47 months old,Poor,Suburban,No education,2003-01-01,25.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,30.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 42 to 47 months old,Poor,Suburban,No education,2005-01-01,28.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,34.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,30.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 53 months old,Poor,Suburban,No education,2002-01-01,22.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 53 months old,Poor,Suburban,No education,2003-01-01,25.0
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,18.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 53 months old,Poor,Suburban,No education,2005-01-01,25.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,34.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,31.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2002-01-01,23.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2003-01-01,25.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,21.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2005-01-01,26.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,24.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,21.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,21.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,35.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,32.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 54 to 59 months old,Poor,Suburban,No education,2002-01-01,24.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 54 to 59 months old,Poor,Suburban,No education,2003-01-01,25.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,31.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 54 to 59 months old,Poor,Suburban,No education,2005-01-01,29.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,15.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,15.1
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2002-01-01,22.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2003-01-01,20.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,15.3
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2005-01-01,21.6
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,14.8
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,13.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,16.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2000-01-01,25.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2001-01-01,24.4
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2002-01-01,25.2
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2003-01-01,25.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2004-01-01,20.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2005-01-01,26.9
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2007-01-01,20.7
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2010-01-01,19.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2013-01-01,20.5
Indonesia,Weight-for-age <-2 SD (Underweight), Male, Under 5 years old,Poor,Suburban,No education,2018-01-01,18.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 12 months old,Poor,Suburban,No education,2000-01-01,11.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 12 months old,Poor,Suburban,No education,2001-01-01,11.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 12 months old,Poor,Suburban,No education,2002-01-01,19.0
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 12 months old,Poor,Suburban,No education,2003-01-01,16.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 12 months old,Poor,Suburban,No education,2004-01-01,12.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 12 months old,Poor,Suburban,No education,2005-01-01,20.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 24 months old,Poor,Suburban,No education,2000-01-01,17.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 24 months old,Poor,Suburban,No education,2001-01-01,17.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 24 months old,Poor,Suburban,No education,2002-01-01,20.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 24 months old,Poor,Suburban,No education,2003-01-01,19.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 24 months old,Poor,Suburban,No education,2004-01-01,15.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 24 months old,Poor,Suburban,No education,2005-01-01,21.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2000-01-01,9.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2001-01-01,8.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2002-01-01,19.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2003-01-01,16.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2004-01-01,11.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2005-01-01,23.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2007-01-01,13.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2010-01-01,11.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2013-01-01,11.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, Under 6 months old,Poor,Suburban,No education,2018-01-01,12.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,22.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,21.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 17 months old,Poor,Suburban,No education,2002-01-01,21.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 17 months old,Poor,Suburban,No education,2003-01-01,21.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,12.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 17 months old,Poor,Suburban,No education,2005-01-01,22.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,25.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,23.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2002-01-01,22.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2003-01-01,21.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,17.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2005-01-01,22.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,16.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,16.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,16.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 12 to 23 months old,Poor,Suburban,No education,2018-01-01,18.0
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,28.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,26.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 18 to 23 months old,Poor,Suburban,No education,2002-01-01,23.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 18 to 23 months old,Poor,Suburban,No education,2003-01-01,22.0
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,25.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 18 to 23 months old,Poor,Suburban,No education,2005-01-01,22.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,32.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,30.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 29 months old,Poor,Suburban,No education,2002-01-01,24.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 29 months old,Poor,Suburban,No education,2003-01-01,24.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,21.0
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 29 months old,Poor,Suburban,No education,2005-01-01,23.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,31.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,30.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2002-01-01,25.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2003-01-01,26.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,21.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2005-01-01,25.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,20.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,20.5
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,22.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 35 months old,Poor,Suburban,No education,2018-01-01,20.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,33.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,31.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 59 months old,Poor,Suburban,No education,2002-01-01,24.3
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 59 months old,Poor,Suburban,No education,2003-01-01,25.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,21.9
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 24 to 59 months old,Poor,Suburban,No education,2005-01-01,26.1
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,31.0
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,31.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 30 to 35 months old,Poor,Suburban,No education,2002-01-01,26.8
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 30 to 35 months old,Poor,Suburban,No education,2003-01-01,28.0
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,23.4
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 30 to 35 months old,Poor,Suburban,No education,2005-01-01,28.7
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,32.2
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,30.6
Indonesia,Weight-for-age <-2 SD (Underweight), Total, 36 to 41 months old,Poor,Suburban,No education,2002-01-01,22.8
